
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S11 PI: HOST-1   S:S22 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N  V:V1 PI: HOST-1 N  V:V2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    1 E: 2 Centroid    1 E: 1 Centroid    1 E: 2 Centroid          N: 1               N: 1          E: 1 Centroid      E: 2 Centroid      E: 1 Centroid      E: 2 Centroid           : 1                : 1                : 1                : 1       

                0.                -2.50259E+03        0.                 0.                 0.                 0.                 0.                 0.                48.75E+03           0.                 0.                 0.                 0.                48.75E+03           0.                 0.                 0.                 0.                 0.                 2.44002E+06        0.                 0.                 0.                 0.                 0.                 0.                 0.                 5.         
              112.36E-06         -16.9214E+03         0.                 2.65797            0.                 0.                 0.                39.8449E+03        57.5778E+03         0.                39.8415E+03         4.57296E+03       45.9572E+03        56.0384E+03       -11.8522E-06        -3.91833E-06      553.824E-06          7.95443E-06        0.                38.3108E+06        59.3718E+06      -614.743E+03        146.361E+06          1.21458E+06      -15.7972E-06       561.798E-06         -1.09124            5.         
              224.719E-06         -3.62249E+03        0.               634.772              0.                 0.                 0.                84.8414E+03       105.395E+03          0.                84.0415E+03         4.57686E+03      142.133E+03         52.6802E+03      -184.148E-06        -62.0097E-06       860.428E-06        262.833E-06          0.                44.7667E+06        28.475E+06          6.46724E+06      189.145E+06         56.4385E+06      -245.222E-06          1.1236E-03        -2.24539            5.         
              337.079E-06         19.2817E+03         0.                 1.5195E+03         0.                 0.                 0.               155.134E+03        129.473E+03          0.               153.18E+03           6.10618E+03      239.494E+03         51.2191E+03      -408.905E-06       -185.531E-06        956.487E-06        728.114E-06          0.                34.832E+06        -46.9291E+06        12.6897E+06       163.193E+06        153.237E+06       -520.379E-06          1.68539E-03       -1.36566            5.         
              449.438E-06         19.5528E+03         0.                -1.10719E+03        0.                 0.                 0.               264.545E+03        111.264E+03          0.               265.163E+03          6.67412E+03      331.703E+03         50.7799E+03      -483.253E-06       -342.284E-06          1.0497E-03         1.19624E-03        0.                38.8516E+06       -64.7856E+06         6.41945E+06      171.147E+06        243.103E+06       -552.111E-06          2.24719E-03      816.062E-03          5.         
              561.798E-06         -4.81895E+03        0.              -315.267              0.                 0.                 0.               402.087E+03         90.4902E+03         0.               400.993E+03          7.76096E+03      451.402E+03         48.9364E+03      -389.436E-06       -482.55E-06           1.26402E-03        1.54296E-03        0.                64.7502E+06        -3.93657E+06       -7.54079E+06      250.454E+06        304.101E+06       -336.995E-06          2.80899E-03        1.64381            5.         
              674.157E-06        -24.1384E+03         0.                 2.16014E+03        0.                 0.                 0.               589.239E+03         75.2463E+03         0.               584.879E+03         10.328E+03        621.749E+03         53.0646E+03      -323.061E-06       -579.889E-06          1.55711E-03        1.81075E-03        0.                92.6411E+06        55.5477E+06       -14.0538E+06       344.709E+06        353.773E+06       -182.716E-06          3.37079E-03       16.989E-03          5.         
              786.517E-06        -16.2752E+03         0.              -945.224              0.                 0.                 0.               782.674E+03         86.2486E+03         0.               781.042E+03         10.6989E+03       831.829E+03         47.7917E+03      -445.848E-06       -645.222E-06          1.85651E-03        2.07225E-03        0.               104.895E+06         42.8593E+06        -9.01065E+06      396.979E+06        409.093E+06       -333.177E-06          3.93258E-03       -2.25344            5.         
              898.876E-06          6.77349E+03        0.              -696.227              0.                 0.                 0.                 1.01679E+06       82.6753E+03         0.                 1.01381E+06       11.0852E+03         1.06217E+06       48.3874E+03      -695.188E-06       -702.356E-06          2.17677E-03        2.31262E-03        0.               108.192E+06        -16.1634E+06        -3.23473E+06      425.737E+06        460.632E+06       -689.107E-06          4.49438E-03       -2.78725            5.         
